가상 환자 개발을 위한 항목 ,,,,,,,,,,,,,,
주호소,환자표현,"""숨 쉬는 게 너무 힘들어요. 특히 밤에 자려고 누우면 양쪽 코가 번갈아 막혀서 잠을 잘 못 자요.""",,,,,,,,,,,,
,,,,,,코가 많이 막힘,4,코막힘이 분명하게 느껴지고 숨쉬기 불편함,20%,4%,4%,4%,4%,4%
,,,,,,"코가 완전히 막힘, 입으로만 숨쉼",5,양쪽 코가 심하게 막혀 코로 숨쉬기가 매우 힘듦. ,10%,2%,2%,2%,2%,2%
,,재채기(정도),,1,3,재채기를 전혀 안 함,1,없음,0%,0%,0%,0%,0%,0%
,,,,,,재채기가 소리가 적음 나옴,2,"적은 소리, 가끔 재채기가 2~3회 정도 나옴. 일상에 큰 지장은 없음.",20%,4%,4%,4%,4%,4%
,,,,,,재채기 소리가 보통,3,"보통, 가끔재채기 소리가 보통이며 복되며일상에약간 지장이 생김",40%,8%,8%,8%,8%,8%
,,,,,,재채기소리가 큼,4,"소리가 큼. 거의 매일, 연속적인 재채기가 반복되어 나오며 일상생활에 지장이 자주 생김. ",30%,6%,6%,6%,6%,6%
,,,,,,재채기 소리가 매우 큼,5,"만성적, 한번 시작하면 5~10회 이상 재채기를 자주 하며, 이로 인해 일상생활에 뚜렷한 불편감을 줌.",10%,2%,2%,2%,2%,2%
,,재채기(빈도),,1,1,재채기를 전혀 안 함,1,없음,0%,0%,0%,0%,0%,0%
,,,,,,재채기가 어쩌다 한두 번 나옴,2,"간헐적, 가끔 재채기가 2~3회 정도 나옴. 일상에 큰 지장은 없음.",20%,4%,4%,4%,4%,4%
,,,,,,재채기를 자주 함,3,"빈번함, 가끔재채기가반복되며일상에약간 지장이 생김",40%,8%,8%,8%,8%,8%
,,,,,,재채기를 매일 함,4,"지속적, 거의 매일, 연속적인 재채기가 반복되어 나오며 일상생활에 지장이 자주 생김. ",30%,6%,6%,6%,6%,6%
,,,,,,재채기 발작 수준,5,"만성적, 한번 시작하면 5~10회 이상 재채기를 자주 하며, 이로 인해 일상생활에 뚜렷한 불편감을 줌.",10%,2%,2%,2%,2%,2%
,,코 가려움,,1,3,,1,코 가려운 증상 없음,0%,0%,0%,0%,0%,0%
,,,,,,,2,"코가 가려워 약간 불편하지만, 쉽게 무시할 수 있음.",20%,4%,4%,4%,4%,4%
,,,,,,,3,코 가려움 때문에 코를 자주 비비거나 만지게 되며 신경이 쓰임.,50%,10%,10%,10%,10%,10%
,,,,,,,4,코 가려움이 심하여 일상 생활에 방해됨.,20%,4%,4%,4%,4%,4%
,,,,,,,5,"코 가려움이 매우 심하여, 피부에 긁은 상처나 염증이 생김.",10%,2%,2%,2%,2%,2%
,알러지비염 완화요인/악화요인,알러지비염 완화요인/악화요인,,1,1,,1,추우면 알러지비염증상이 더 심해짐(급격한 온도변화),50%,10%,10%,10%,10%,10%
,,,,,,,2,건조한 환경,8%,2%,2%,2%,2%,2%
,,,,,,,3,습기가 많은 환경,8%,2%,2%,2%,2%,2%
,,,,,,,4,미세먼지/황사,8%,2%,2%,2%,2%,2%
,,,,,,,5,"자극적인 냄새(담배, 연기, 향수, 락스 등)",8%,2%,2%,2%,2%,2%
,,,,,,,6,과도한 스트레스,8%,2%,2%,2%,2%,2%
,,,,,,,7,잦은 감기,8%,2%,2%,2%,2%,2%
,검사,비경검사(점막이 부어있으면 안됨),,1,2,,1,이상없음,100%,20%,20%,20%,20%,20%
,,,,,,,2,이상있음,0%,0%,0%,0%,0%,0%
인구학적 정보,,키,1,,4,키가 동일 연령대보다 매우 작다,1,해당 나이 평균키 보다 10% 이상 작다(170cm 기준 153cm 이하),10%,2%,2%,2%,2%,2%
,,,,,,키가 동일 연령대보다 작은 편이다,2,해당 나이 평균키 보다 5% 이상 작다(170cm 기준 153cm 초과 ~ 161.5cm 이하),20%,4%,4%,4%,4%,4%
,,,,,,키가 동일 연령대 평균 정도 이다,3,해당 나이 평균키의 ±5% 이내 이다(170cm 기준 161.5-178.5cm),40%,8%,8%,8%,8%,8%
,,,,,,키가 동일 연령대보다 크다,4,해당 나이 평균키 보다 5% 이상 크다(170cm 기준 178.5cm 이상 ~ 187cm 미만),20%,4%,4%,4%,4%,4%
,,,,,,키가 동일 연령대보다 매우 크다,5,해당 나이 평균키 보다 10% 이상 크다(170cm 기준 187cm 이상),10%,2%,2%,2%,2%,2%
,,몸무게,1,,4,몸무게가 동일 연령대보다 매우 작다,1,해당 나이 평균몸무게 보다 10% 이상 작다(70kg 기준 63kg 미만),10%,2%,2%,2%,2%,2%
,,,,,,몸무게가 동일 연령대보다 작은 편이다,2,해당 나이 평균몸무게 보다 5% 이상 작다(70kg기준 63kg 이상 70kg 이하),20%,4%,4%,4%,4%,4%
,,,,,,몸무게가 동일 연령대 평균 정도 이다,3,해당 나이 평균몸무게의 ±5% 이내 이다(70kg 기준 ),40%,8%,8%,8%,8%,8%
,,,,,,몸무게가 동일 연령대보다 크다,4,해당 나이 평균몸무게 보다 5% 이상 크다(70kg 기준 70kg 이상 78kg 미만),20%,4%,4%,4%,4%,4%
,,,,,,몸무게가 동일 연령대보다 매우 크다,5,해당 나이 평균몸무게 보다 10% 이상 크다(70kg 기준 78kg 이상),10%,2%,2%,2%,2%,2%
,,체질량지수,1,,1,저체중,1,체질량지수 18.5 미만,5%,0%,0%,0%,5%,0%
,,,,,,정상,2,체질량지수 18.5 이상 22.9 이하,40%,0%,10%,10%,10%,10%
,,,,,,비만 전 단계,3,체질량지수 23 이상 24.9 이하,20%,0%,5%,5%,5%,5%
,,,,,,"1단계 비만, 경도 비만",4,체질량지수 25 이상 29.9 이하,20%,7%,7%,7%,0%,0%
,,,,,,"2단계 비만, 중등도 비만",5,체질량지수 30 이상 34.9 이하,10%,10%,0%,0%,0%,0%
,,,,,,"3단계 비만, 고도 비만",6,체질량지수 35 이상,5%,5%,0%,0%,0%,0%
,,성별,1,,4,,1,남자,47%,9%,9%,9%,9%,9%
,,,,,,,2,여자,53%,11%,11%,11%,11%,11%
,,나이,1,,3,,1,소아·청소년: ~ 19세 이하,38%,10%,10%,10%,10%,0%
,,,,,,,2,청년: 20 ~ 39세,22%,6%,6%,6%,6%,0%
,,,,,,,3,중년: 40 ~ 54세,18%,4%,4%,4%,4%,4%
,,,,,,,4,장년: 55 ~ 69세,15%,3%,3%,3%,3%,3%
,,,,,,,5,노년: 70세 이상,7%,1%,1%,1%,1%,1%
,,직업,1,,4,"기업 임원, 부서권리자(팀장), 공공기관 관리자",1,관리직,9%,2%,2%,2%,2%,2%
,,,,,,"의사, 간호사, 약사, 변호사, 검사, 교수, 교사, 연구원, 회계사, 엔지니어, 기자, 작가",2,전문직,9%,2%,2%,2%,2%,2%
,,,,,,"총무 담당자, 인사 담당자, 회계 사무원, 비서, 경리",3,사무직,9%,2%,2%,2%,2%,2%
,,,,,,"요리사, 바리스타, 미용사, 호텔리어, 승무원, 사회복지사, 요양보호사, 간호조무사, 버스/택시 기사",4,서비스직,9%,2%,2%,2%,2%,2%
,,,,,,"판매원, 영업 사원, 보험설계사, 방문 판매원",5,판매직,9%,2%,2%,2%,2%,2%
,,,,,,"농부, 축산업자, 어부, 양식업자, 임업 기술자",6,농/어업,9%,2%,2%,2%,2%,2%
,,,,,,"목수, 배관공, 용접공, 정비사, 제빵사",7,기능직,9%,2%,2%,2%,2%,2%
,,,,,,"제품 조립원, 중장비 기사, 화물차 기사",8,"장치, 기계조작 및 조립직 ",9%,2%,2%,2%,2%,2%
,,,,,,"택배 상하차 인력, 건설 현장 보조 인력, 주방 보조, 건물 청소원, 주차 관리원",9,단순노무,9%,2%,2%,2%,2%,2%
,,,,,,육/해/공군 장교 및 부사관,10,직업군인,9%,2%,2%,2%,2%,2%
,,,,,,"학생, 주부, 무직, 은퇴",11,"(기타) 학생, 주부, 무직, 은퇴",9%,2%,2%,2%,2%,2%
활력징후,,체온,1,,1,"몸이 너무 차가움, 심하게 오한이 듦",1,저체온 35℃ 이하,3%,0%,0%,1%,1%,1%
,,,,,,정상,2,정상 36.0~37.3°C ,90%,0%,30%,30%,30%,0%
,,,,,,"약간열이남, 열감이있음, 몸이좀뜨끈함, 열이오르기시작함",3,미열 37.4~37.9℃ ,5%,3%,3%,0%,0%,0%
,,,,,,"열이많이남, 몸이뜨거움",4,발열 38~39.9°C,2%,2%,0%,0%,0%,0%
,,,,,,"열이심함, 매우위험한고열, 몸이불덩이같음",5,고열 40℃ 이상,0%,0%,0%,0%,0%,0%
,,맥박,1,,1,맥박이 매우 느림,1,맥박이 50회 이하/1분 or 2회 /1호흡,1%,0%,0%,0%,0%,1%
,,,,,,맥박이 느림,2,맥박이 50-60회/1분 or 3회 /1호흡,4%,0%,0%,1%,1%,1%
,,,,,,맥박이 중간,3,맥박이 60-80회/1분 or 4회 /1호흡,50%,10%,10%,10%,10%,10%
,,,,,,맥박이 약간 빠름,4,맥박이 80회-100회/1분 or 4-5회/1호흡,35%,7%,7%,7%,7%,7%
,,,,,,맥박이 매우 빠름,5,맥박이 100회 이상/1분 or 5회 이상/1호흡,10%,5%,5%,0%,0%,0%
,,호흡,1,,2,서호흡,1,숨 쉬는 횟수가 12회 미만/1분,5%,0%,0%,2%,2%,2%
,,,,,,정상호흡,2,숨 쉬는 횟수가 12-20회/1분 ,85%,17%,17%,17%,17%,17%
,,,,,,빈호흡,3,숨 쉬는 횟수가 20회 초과/1분,10%,3%,3%,3%,3%,0%
,,혈압,1,,2,저혈압,1,수축기 혈압 90미만,5%,0%,0%,2%,2%,2%
,,,,,,정상혈압,2,수축기 혈압 120미만 그리고 이완기 80미만 ,50%,10%,10%,10%,10%,10%
,,,,,,고혈압전단계,3,수축기 혈압 120 ~ 139 또는 이완기 80 ~ 89,20%,4%,4%,4%,4%,4%
,,,,,,고혈압제1기,4,수축기 혈압 140 ~ 159 또는 이완기 90 ~ 99,20%,4%,4%,4%,4%,4%
,,,,,,고혈압제2기,5,수축기 혈압 160 이상 180미만 또는 이완기 100이상 110미만,5%,3%,3%,0%,0%,0%
현병력,,고혈압,1,,4,,1,없음 (Absent) 현재 고혈압을 진단받아 앓고 있지 않은 경우,70%,14%,14%,14%,14%,14%
,,,,,,,2,있음 (Present) 현재 고혈압을 진단받아 앓고 있는 경우,30%,6%,6%,6%,6%,6%
,,당뇨,1,,4,,1,없음 (Absent) 현재 당뇨를 진단받아 앓고 있지 않은 경우,85%,17%,17%,17%,17%,17%
,,,,,,,2,있음 (Present) 현재 당뇨를 진단받아 앓고 있는 경우,15%,3%,3%,3%,3%,3%
,,이상지질혈증,1,,4,,1,없음 (Absent) 현재 이상지질혈증을 진단받아 앓고 있지 않은 경우,55%,11%,11%,11%,11%,11%
,,,,,,,2,있음 (Present) 현재 이상지질혈증을 진단받아 앓고 있는 경우,45%,9%,9%,9%,9%,9%
,,기타,2,,4,,,,0%,,,,,
약물력,,혈압약,1,,4,,1,혈압약을 복용하고 있지 않다.,80%,16%,16%,16%,16%,16%
,,,,,,,2,혈압약을 복용하고 있다.,20%,4%,4%,4%,4%,4%
,,당뇨약,1,,4,,1,당뇨약을 복용하고 있지 않다.,90%,18%,18%,18%,18%,18%
,,,,,,,2,당뇨약을 복용하고 있다.,10%,2%,2%,2%,2%,2%
,,이상지질혈증약,1,,4,,1,이상지질혈증약을 복용하고 있지 않다.,75%,15%,15%,15%,15%,15%
,,,,,,,2,이상지질혈증약을 복용하고 있다.,25%,5%,5%,5%,5%,5%
,,수면제 ,1,,4,,1,수면제를 복용하고 있지 않다.,95%,19%,19%,19%,19%,19%
,,,,,,,2,수면제를 복용하고 있다.,5%,1%,1%,1%,1%,1%
,,항우울제,1,,4,,1,항우울제를 복용하고 있지 않다.,97%,19%,19%,19%,19%,19%
,,,,,,,2,항우울제를 복용하고 있다.,3%,1%,1%,1%,1%,1%
,,항불안제,1,,4,,1,항불안제를 복용하고 있지 않다.,97%,19%,19%,19%,19%,19%
,,,,,,,2,항불안제를 복용하고 있다.,3%,1%,1%,1%,1%,1%
사회력,술,월간 음주 횟수,1,,4,"비음주자, 술을 전혀 마시지 않음, 금주 중",1,월간 음주 횟수가 0회입니다.,40%,8%,8%,8%,8%,8%
,,,,,,특별한날에만마심,2,월간 음주 횟수가 1회에서 4회 사이입니다.,30%,6%,6%,6%,6%,6%
,,,,,,"주1~2회, 정기적으로마시는편",3,월간 음주 횟수가 5회에서 8회 사이입니다.,15%,3%,3%,3%,3%,3%
,,,,,,"자주마심, 주2~3회이상, 거의격일로마시는편, 습관적인음주",4,월간 음주 횟수가 9회에서 15회 사이입니다.,10%,2%,2%,2%,2%,2%
,,,,,,"매우자주마심, 매일술을마시는편",5,월간 음주 횟수가 16회 이상입니다.,5%,1%,1%,1%,1%,1%
,,1회당 음주량,1,,4,술을 거의 못 마심,1,1회 음주량이 2잔 이하입니다.,30%,6%,6%,6%,6%,6%
,,,,,,가볍게한잔,2,"1회 음주량이 남성은 3~4잔, 여성은 3잔입니다.",20%,4%,4%,4%,4%,4%
,,,,,,기분좋을정도,3,"1회 음주량이 남성은 5~6잔(약 1병 미만), 여성은 4잔(약 반 병)입니다.",20%,4%,4%,4%,4%,4%
,,,,,,"꽤많이마심, 취해서얼굴이빨개짐",4,"1회 음주량이 남성은 7~9잔(약 1병 ~ 1병 반), 여성은 5~6잔(약 1병 미만)입니다.",20%,4%,4%,4%,4%,4%
,,,,,,과음,5,"1회 음주량이 남성은 10잔 이상(약 1병 반 이상), 여성은 7잔 이상(1병 이상)입니다.",10%,2%,2%,2%,2%,2%
,담배,일간 개피,1,,4,,1,비흡연자이거나 하루 흡연량이 0개비입니다.,80%,16%,16%,16%,16%,16%
,,,,,,,2,하루 흡연량이 1개비에서 9개비 사이입니다.,5%,1%,1%,1%,1%,1%
,,,,,,,3,하루 흡연량이 10개비에서 19개비 사이입니다 (반 갑 ~ 한 갑 미만).,10%,2%,2%,2%,2%,2%
,,,,,,,4,하루 흡연량이 20개비에서 29개비 사이입니다 (한 갑 ~ 한 갑 반).,3%,1%,1%,1%,1%,1%
,,,,,,,5,하루 흡연량이 30개비 이상입니다 (한 갑 반 이상).,2%,0%,0%,0%,0%,0%
,,총 흡연기간,1,,4,,1,비흡연자입니다.,80%,16%,16%,16%,16%,16%
,,,,,,,2,총 흡연 기간이 1년 미만입니다.,2%,0%,0%,0%,0%,0%
,,,,,,,3,총 흡연 기간이 1년에서 3년 사이입니다.,5%,1%,1%,1%,1%,1%
,,,,,,,4,총 흡연 기간이 3년에서 10년 사이입니다.,5%,1%,1%,1%,1%,1%
,,,,,,,5,총 흡연 기간이 10년 이상입니다.,8%,2%,2%,2%,2%,2%
,운동,주간 횟수,2,,4,,1,주간 운동 횟수가 0회입니다.,40%,8%,8%,8%,8%,8%
,,,,,,,2,주간 운동 횟수가 1회에서 2회 사이입니다.,20%,4%,4%,4%,4%,4%
,,,,,,,3,주간 운동 횟수가 3회에서 4회 사이입니다.,20%,4%,4%,4%,4%,4%
,,,,,,,4,주간 운동 횟수가 5회에서 6회 사이입니다.,10%,2%,2%,2%,2%,2%
,,,,,,,5,주간 운동 횟수가 7회 이상입니다 (매일).,10%,2%,2%,2%,2%,2%
,,1회당 평균 운동 시간,2,,4,,1,1회당 평균 운동 시간이 0분입니다.,40%,8%,8%,8%,8%,8%
,,,,,,,2,1회당 평균 운동 시간이 1분에서 19분 사이입니다.,10%,2%,2%,2%,2%,2%
,,,,,,,3,1회당 평균 운동 시간이 20분에서 40분 사이입니다.,20%,4%,4%,4%,4%,4%
,,,,,,,4,1회당 평균 운동 시간이 41분에서 60분 사이입니다.,20%,4%,4%,4%,4%,4%
,,,,,,,5,1회당 평균 운동 시간이 60분을 초과합니다.,10%,2%,2%,2%,2%,2%
,,운동 강도,2,,4,"산책 수준, 거의 안 힘듦",1,"매우 낮은 강도, 전혀 힘들지 않고, 호흡 변화가 거의 없음. 가벼운 산책, 스트레칭",15%,3%,3%,3%,3%,3%
,,,,,,가벼운활동,2,"저강도, 편안하게 느껴지며, 호흡이 약간 깊어짐. 노래를 부를 수 있는 수준. 천천히 걷기, 가벼운 요가",30%,6%,6%,6%,6%,6%
,,,,,,약간숨이참,3,"중강도, 숨이 차지만, 옆 사람과 대화는 가능한 수준. 땀이 나기 시작함. 빠르게 걷기, 가벼운 조깅, 자전거 타기, 배드민턴",40%,8%,8%,8%,8%,8%
,,,,,,숨이턱밑까지차오름,4,"고강도, 숨이 매우 차서 대화가 거의 불가능한 수준. 말을 해도 단어로 끊어서 해야 함. 달리기, 수영, 등산, 축구",10%,2%,2%,2%,2%,2%
,,,,,,온몸의기력을쥐어짜는수준,5,"최대 강도, 전력을 다하는 수준. 몇 초에서 몇 분 이상 지속하기 어려움. 전력 질주, 고중량 웨이트 트레이닝",5%,1%,1%,1%,1%,1%
남성여성력,"여성력(가임기 여성 기준. 초경전, 임신, 폐경자 제외)",생리주기,1,,3,생리주기가 매우 짧음,1,생리 주기가 17일 이하이다.,5%,1%,1%,1%,1%,1%
,,,,,,생리주기가 짧은 편,2,생리 주기가 18일에서 20일 사이이다.,5%,1%,1%,1%,1%,1%
,,,,,,생리주기가 정상,3,생리 주기가 21일에서 35일 사이이다.,80%,16%,16%,16%,16%,16%
,,,,,,생리주기가 긴 편,4,생리 주기가 36일에서 39일 사이이다.,5%,1%,1%,1%,1%,1%
,,,,,,생리주기가 매우 김,5,생리 주기가 40일 이상이다,5%,1%,1%,1%,1%,1%
,,생리규칙성,1,,3,무월경,1,3개월 이상 생리가 없음.,5%,1%,1%,1%,1%,1%
,,,,,,생리주기가 규칙적,2,생리 주기가 2일 이내로 거의 일정함.,40%,8%,8%,8%,8%,8%
,,,,,,생리주기가 불규칙,3,생리 주기가 3~6일 정도 변동함.,40%,8%,8%,8%,8%,8%
,,,,,,생리주기가 매우 불규칙,4,생리 주기가 7일 이상 계속 변동함.,15%,3%,3%,3%,3%,3%
,,생리기간,1,,3,생리기간이 매우 짧음,1,생리 기간이 2일 이하이다.,2%,0%,0%,0%,0%,0%
,,,,,,생리기간이짧은편,2,생리 기간이 3일이다.,3%,1%,1%,1%,1%,1%
,,,,,,생리기간이 정상,3,생리 기간이 4일에서 7일 사이이다.,90%,18%,18%,18%,18%,18%
,,,,,,생리기간이긴편,4,생리 기간이 8일에서 10일 사이이다.,3%,1%,1%,1%,1%,1%
,,,,,,생리기간이매우김,5,생리 기간이 11일 이상이다.,2%,0%,0%,0%,0%,0%
,,생리 양,1,,3,생리 양이 매우 적음,1,생리대를 거의 적시지 않고 팬티라이너로 충분함.,5%,1%,1%,1%,1%,1%
,,,,,,생리 양이 적은 편,2,양이 많은 날에도 소형~중형 생리대를 2~3번만 갈아도 됨.,40%,8%,8%,8%,8%,8%
,,,,,,생리 양이 보통,3,양이 많은 날 중형~대형 생리대를 2~3시간마다 교체함.,40%,8%,8%,8%,8%,8%
,,,,,,생리양이많은편,4,양이 많은 날 대형~오버나이트를 1~2시간마다 교체해야 함.,10%,2%,2%,2%,2%,2%
,,,,,,생리양이매우많음,5,오버나이트를 해도 1시간 이내에 샘. 덩어리혈이 많음.,5%,1%,1%,1%,1%,1%
,,생리통강도,1,,3,생리통 전혀 없음,1,"없음, 0점. 전혀 아프지 않음.",5%,1%,1%,1%,1%,1%
,,,,,,생리하는구나' 정도의가벼운통증,2,"경미, 1~3점. 아랫배가 약간 뻐근하지만, 일상생활에 지장이 없음.",30%,6%,6%,6%,6%,6%
,,,,,,진통제없이는생리통 견디기힘듦,3,"중등도, 4~6점. 진통제가 필요하며, 일상생활에 약간의 지장을 줌.",30%,6%,6%,6%,6%,6%
,,,,,,생리통이 배가뒤틀리듯아픔,4,"심함, 7~8점. 진통제를 먹어도 통증이 계속되고, 허리가 끊어질 듯 아프며 눕고 싶음.",30%,6%,6%,6%,6%,6%
,,,,,,생리통이 너무아파서데굴데굴 구를 정도,5,"매우 심함, 9~10점. 통증으로 구토나 실신을 경험하며, 응급실에 가야 할 정도.",5%,1%,1%,1%,1%,1%
,,생리혈 덩어리여부,1,,3,,1,"없음, ",30%,6%,6%,6%,6%,6%
,,,,,,,2,"경미, 약간 있으나 육안적으로 확인이 어려운 수준. 지름 5mm 내외. ",40%,8%,8%,8%,8%,8%
,,,,,,,3,"중등도, 덩어리가 육안적으로 확인이 가능함. 지름 5mm-10mm 내외.",20%,4%,4%,4%,4%,4%
,,,,,,,4,"심함,덩어리가 많고 뭉쳐져 있음 . 지름 10mm -20mm 내외",5%,1%,1%,1%,1%,1%
,,,,,,,5,"매우 심함, 덩어리가 많고 크며 뭉쳐져 있음 . 지름-20mm 이상",5%,1%,1%,1%,1%,1%
,,생리혈 색,1,,3,분홍색 / 옅은 붉은색,1,#VALUE!,5%,1%,1%,1%,1%,1%
,,,,,,선홍색 / 선명한 붉은색,2,#VALUE!,10%,2%,2%,2%,2%,2%
,,,,,,진한 붉은색 / 검붉은색,3,#VALUE!,40%,8%,8%,8%,8%,8%
,,,,,,갈색 / 오래된 피 색깔,4,#VALUE!,40%,8%,8%,8%,8%,8%
,,,,,,흑갈색 / 검은색,5,#VALUE!,5%,1%,1%,1%,1%,1%
가족력,,고혈압,1,,4,,1,"없음 (Absent), 직계 가족 중 고혈압을 진단받은 사람이 없는 것이 확실한 경우.",50%,10%,10%,10%,10%,10%
,,,,,,,2,"있음 (Present), 직계 가족 (부모, 형제자매, 자녀) 중 고혈압을 진단받은 사람이 있는 경우.",50%,10%,10%,10%,10%,10%
,,당뇨,1,,4,,1,"없음 (Absent), 직계 가족 중 당뇨를 진단받은 사람이 없는 것이 확실한 경우.",70%,14%,14%,14%,14%,14%
,,,,,,,2,"있음 (Present), 직계 가족 (부모, 형제자매, 자녀) 중 당뇨를 진단받은 사람이 있는 경우.",30%,6%,6%,6%,6%,6%
,,심장병,1,,4,,1,"없음 (Absent), 직계 가족 중 심장병을 진단받은 사람이 없는 것이 확실한 경우.",80%,16%,16%,16%,16%,16%
,,,,,,,2,"있음 (Present), 직계 가족 (부모, 형제자매, 자녀) 중 심장병을 진단받은 사람이 있는 경우.",20%,4%,4%,4%,4%,4%
,,중풍,1,,4,,1,"없음 (Absent), 직계 가족 중 중풍을 진단받은 사람이 없는 것이 확실한 경우.",90%,18%,18%,18%,18%,18%
,,,,,,,2,"있음 (Present), 직계 가족 (부모, 형제자매, 자녀) 중 중풍을 진단받은 사람이 있는 경우.",10%,2%,2%,2%,2%,2%
,,기타,2,,4,,,,0%,0%,0%,0%,0%,0%
환자 임상정보,,,,,,,,,0%,0%,0%,0%,0%,0%
환자 현재 상태-식변면한한열,식사 량,1일 식사횟수,,,4,,1,하루 식사 횟수가 1회입니다.,10%,2%,2%,2%,2%,2%
,,,,,,,2,하루 식사 횟수가 2회입니다.,30%,6%,6%,6%,6%,6%
